stress_def,model,fold_id,n_train,n_test,auc,pr_auc,brier,ece,threshold,alarm_rate,alarm_precision,drawdown_lift,severity_lift,n_alarms,n_events,n_test_eff,seed,crisis,configuration,is_recovery,auc_full_window,auc_first30,auc_rest,n_train_rows_after_dropna,n_trees_built,calm_mean_score,calm_max_score
h5_d03,VIXPercentileCalibrated,1,251,505,0.498075117370892,0.2962280442756005,0.21711703699122462,0.08930316259972454,0.20833333333333334,0.0,,,,0,150,505,42,crisis_2008,spx_crisis_2008,False,0.498075117370892,0.5,0.4979211087420043,231,,0.20352956167176353,0.20833333333333334
h5_d03,VIXPercentileCalibrated,1,251,505,0.498075117370892,0.2962280442756005,0.21711703699122462,0.08930316259972454,0.20833333333333334,0.0,,,,0,150,505,43,crisis_2008,spx_crisis_2008,False,0.498075117370892,0.5,0.4979211087420043,231,,0.20352956167176353,0.20833333333333334
h5_d03,VIXPercentileCalibrated,1,251,505,0.498075117370892,0.2962280442756005,0.21711703699122462,0.08930316259972454,0.20833333333333334,0.0,,,,0,150,505,44,crisis_2008,spx_crisis_2008,False,0.498075117370892,0.5,0.4979211087420043,231,,0.20352956167176353,0.20833333333333334
h5_d03,VIXPercentileCalibrated,1,251,505,0.498075117370892,0.2962280442756005,0.21711703699122462,0.08930316259972454,0.20833333333333334,0.0,,,,0,150,505,45,crisis_2008,spx_crisis_2008,False,0.498075117370892,0.5,0.4979211087420043,231,,0.20352956167176353,0.20833333333333334
h5_d03,VIXPercentileCalibrated,1,251,505,0.498075117370892,0.2962280442756005,0.21711703699122462,0.08930316259972454,0.20833333333333334,0.0,,,,0,150,505,46,crisis_2008,spx_crisis_2008,False,0.498075117370892,0.5,0.4979211087420043,231,,0.20352956167176353,0.20833333333333334
h5_d03,HarRvThreshold,1,251,505,0.6688440960557421,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.7480346889294152,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,483,42,crisis_2008,spx_crisis_2008,False,0.6688440960557421,0.3280423280423281,0.6838950250165204,231,,0.4377769247890859,1.0
h5_d03,HarRvThreshold,1,251,505,0.6688440960557421,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.7480346889294152,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,483,43,crisis_2008,spx_crisis_2008,False,0.6688440960557421,0.3280423280423281,0.6838950250165204,231,,0.4377769247890859,1.0
h5_d03,HarRvThreshold,1,251,505,0.6688440960557421,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.7480346889294152,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,483,44,crisis_2008,spx_crisis_2008,False,0.6688440960557421,0.3280423280423281,0.6838950250165204,231,,0.4377769247890859,1.0
h5_d03,HarRvThreshold,1,251,505,0.6688440960557421,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.7480346889294152,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,483,45,crisis_2008,spx_crisis_2008,False,0.6688440960557421,0.3280423280423281,0.6838950250165204,231,,0.4377769247890859,1.0
h5_d03,HarRvThreshold,1,251,505,0.6688440960557421,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.7480346889294152,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,483,46,crisis_2008,spx_crisis_2008,False,0.6688440960557421,0.3280423280423281,0.6838950250165204,231,,0.4377769247890859,1.0
h5_d03,LogisticRegressionL2,1,251,505,0.5507042253521127,0.4064257662320631,0.32050135066666,0.29518688382430175,0.6759966339165404,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,505,42,crisis_2008,spx_crisis_2008,False,0.5507042253521127,0.5900000000000001,0.5548827292110874,231,,0.4964707586106937,0.7162738523170988
h5_d03,LogisticRegressionL2,1,251,505,0.5507042253521127,0.4064257662320631,0.32050135066666,0.29518688382430175,0.6759966339165404,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,505,43,crisis_2008,spx_crisis_2008,False,0.5507042253521127,0.5900000000000001,0.5548827292110874,231,,0.4964707586106937,0.7162738523170988
h5_d03,LogisticRegressionL2,1,251,505,0.5507042253521127,0.4064257662320631,0.32050135066666,0.29518688382430175,0.6759966339165404,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,505,44,crisis_2008,spx_crisis_2008,False,0.5507042253521127,0.5900000000000001,0.5548827292110874,231,,0.4964707586106937,0.7162738523170988
h5_d03,LogisticRegressionL2,1,251,505,0.5507042253521127,0.4064257662320631,0.32050135066666,0.29518688382430175,0.6759966339165404,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,505,45,crisis_2008,spx_crisis_2008,False,0.5507042253521127,0.5900000000000001,0.5548827292110874,231,,0.4964707586106937,0.7162738523170988
h5_d03,LogisticRegressionL2,1,251,505,0.5507042253521127,0.4064257662320631,0.32050135066666,0.29518688382430175,0.6759966339165404,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,505,46,crisis_2008,spx_crisis_2008,False,0.5507042253521127,0.5900000000000001,0.5548827292110874,231,,0.4964707586106937,0.7162738523170988
h5_d03,LightGbmTuned,1,251,505,0.5824413145539906,0.3418965199666444,0.2459288442151959,0.19681909036146245,0.569958665716164,0.0,,,,0,150,505,42,crisis_2008,spx_crisis_2008,False,0.5824413145539906,0.33,0.5948081023454158,231,50.0,0.5163833597431945,0.569958665716164
h5_d03,LightGbmTuned,1,251,505,0.5824413145539906,0.3418965199666444,0.2459288442151959,0.19681909036146245,0.569958665716164,0.0,,,,0,150,505,43,crisis_2008,spx_crisis_2008,False,0.5824413145539906,0.33,0.5948081023454158,231,50.0,0.5163833597431945,0.569958665716164
h5_d03,LightGbmTuned,1,251,505,0.5824413145539906,0.3418965199666444,0.2459288442151959,0.19681909036146245,0.569958665716164,0.0,,,,0,150,505,44,crisis_2008,spx_crisis_2008,False,0.5824413145539906,0.33,0.5948081023454158,231,50.0,0.5163833597431945,0.569958665716164
h5_d03,LightGbmTuned,1,251,505,0.5824413145539906,0.3418965199666444,0.2459288442151959,0.19681909036146245,0.569958665716164,0.0,,,,0,150,505,45,crisis_2008,spx_crisis_2008,False,0.5824413145539906,0.33,0.5948081023454158,231,50.0,0.5163833597431945,0.569958665716164
h5_d03,LightGbmTuned,1,251,505,0.5824413145539906,0.3418965199666444,0.2459288442151959,0.19681909036146245,0.569958665716164,0.0,,,,0,150,505,46,crisis_2008,spx_crisis_2008,False,0.5824413145539906,0.33,0.5948081023454158,231,50.0,0.5163833597431945,0.569958665716164
h10_d05,NaiveBaseRate,1,251,505,0.5,0.23366336633663368,0.19496440493400943,0.12609364522109584,0.10756972111553785,0.0,,,,0,118,505,42,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1168831168831169,0.11688311688311688
h10_d05,NaiveBaseRate,1,251,505,0.5,0.23366336633663368,0.19496440493400943,0.12609364522109584,0.10756972111553785,0.0,,,,0,118,505,43,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1168831168831169,0.11688311688311688
h10_d05,NaiveBaseRate,1,251,505,0.5,0.23366336633663368,0.19496440493400943,0.12609364522109584,0.10756972111553785,0.0,,,,0,118,505,44,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1168831168831169,0.11688311688311688
h10_d05,NaiveBaseRate,1,251,505,0.5,0.23366336633663368,0.19496440493400943,0.12609364522109584,0.10756972111553785,0.0,,,,0,118,505,45,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1168831168831169,0.11688311688311688
h10_d05,NaiveBaseRate,1,251,505,0.5,0.23366336633663368,0.19496440493400943,0.12609364522109584,0.10756972111553785,0.0,,,,0,118,505,46,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1168831168831169,0.11688311688311688
h10_d05,VIXPercentileRaw,1,251,505,0.670597380983664,0.3722902371230652,0.6012481650063389,0.653749358999645,0.950199203187251,0.4772277227722772,0.33195020746887965,1.3216655820012109,1.1679197640688326,241,118,505,42,crisis_2008,spx_crisis_2008,False,0.670597380983664,0.020000000000000007,0.7003481683318196,231,,0.7411255411255411,1.0
h10_d05,VIXPercentileRaw,1,251,505,0.670597380983664,0.3722902371230652,0.6012481650063389,0.653749358999645,0.950199203187251,0.4772277227722772,0.33195020746887965,1.3216655820012109,1.1679197640688326,241,118,505,43,crisis_2008,spx_crisis_2008,False,0.670597380983664,0.020000000000000007,0.7003481683318196,231,,0.7411255411255411,1.0
h10_d05,VIXPercentileRaw,1,251,505,0.670597380983664,0.3722902371230652,0.6012481650063389,0.653749358999645,0.950199203187251,0.4772277227722772,0.33195020746887965,1.3216655820012109,1.1679197640688326,241,118,505,44,crisis_2008,spx_crisis_2008,False,0.670597380983664,0.020000000000000007,0.7003481683318196,231,,0.7411255411255411,1.0
h10_d05,VIXPercentileRaw,1,251,505,0.670597380983664,0.3722902371230652,0.6012481650063389,0.653749358999645,0.950199203187251,0.4772277227722772,0.33195020746887965,1.3216655820012109,1.1679197640688326,241,118,505,45,crisis_2008,spx_crisis_2008,False,0.670597380983664,0.020000000000000007,0.7003481683318196,231,,0.7411255411255411,1.0
h10_d05,VIXPercentileRaw,1,251,505,0.670597380983664,0.3722902371230652,0.6012481650063389,0.653749358999645,0.950199203187251,0.4772277227722772,0.33195020746887965,1.3216655820012109,1.1679197640688326,241,118,505,46,crisis_2008,spx_crisis_2008,False,0.670597380983664,0.020000000000000007,0.7003481683318196,231,,0.7411255411255411,1.0
h10_d05,VIXPercentileCalibrated,1,251,505,0.5,0.23366336633663368,0.18677891226622664,0.08783003300330033,0.14583333333333334,0.0,,,,0,118,505,42,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1458333333333334,0.14583333333333334
h10_d05,VIXPercentileCalibrated,1,251,505,0.5,0.23366336633663368,0.18677891226622664,0.08783003300330033,0.14583333333333334,0.0,,,,0,118,505,43,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1458333333333334,0.14583333333333334
h10_d05,VIXPercentileCalibrated,1,251,505,0.5,0.23366336633663368,0.18677891226622664,0.08783003300330033,0.14583333333333334,0.0,,,,0,118,505,44,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1458333333333334,0.14583333333333334
h10_d05,VIXPercentileCalibrated,1,251,505,0.5,0.23366336633663368,0.18677891226622664,0.08783003300330033,0.14583333333333334,0.0,,,,0,118,505,45,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1458333333333334,0.14583333333333334
h10_d05,VIXPercentileCalibrated,1,251,505,0.5,0.23366336633663368,0.18677891226622664,0.08783003300330033,0.14583333333333334,0.0,,,,0,118,505,46,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.1458333333333334,0.14583333333333334
h10_d05,HarRvThreshold,1,251,505,0.7235802469135801,0.3933675499063352,0.39501877158559,0.47307294483928974,0.7480346889294152,0.4451345755693582,0.3627906976744186,1.4503809324074635,1.1351626995095656,215,108,483,42,crisis_2008,spx_crisis_2008,False,0.7235802469135801,0.20192307692307693,0.7326702666960546,231,,0.4377769247890859,1.0
h10_d05,HarRvThreshold,1,251,505,0.7235802469135801,0.3933675499063352,0.39501877158559,0.47307294483928974,0.7480346889294152,0.4451345755693582,0.3627906976744186,1.4503809324074635,1.1351626995095656,215,108,483,43,crisis_2008,spx_crisis_2008,False,0.7235802469135801,0.20192307692307693,0.7326702666960546,231,,0.4377769247890859,1.0
h10_d05,HarRvThreshold,1,251,505,0.7235802469135801,0.3933675499063352,0.39501877158559,0.47307294483928974,0.7480346889294152,0.4451345755693582,0.3627906976744186,1.4503809324074635,1.1351626995095656,215,108,483,44,crisis_2008,spx_crisis_2008,False,0.7235802469135801,0.20192307692307693,0.7326702666960546,231,,0.4377769247890859,1.0
h10_d05,HarRvThreshold,1,251,505,0.7235802469135801,0.3933675499063352,0.39501877158559,0.47307294483928974,0.7480346889294152,0.4451345755693582,0.3627906976744186,1.4503809324074635,1.1351626995095656,215,108,483,45,crisis_2008,spx_crisis_2008,False,0.7235802469135801,0.20192307692307693,0.7326702666960546,231,,0.4377769247890859,1.0
h10_d05,HarRvThreshold,1,251,505,0.7235802469135801,0.3933675499063352,0.39501877158559,0.47307294483928974,0.7480346889294152,0.4451345755693582,0.3627906976744186,1.4503809324074635,1.1351626995095656,215,108,483,46,crisis_2008,spx_crisis_2008,False,0.7235802469135801,0.20192307692307693,0.7326702666960546,231,,0.4377769247890859,1.0
h10_d05,LogisticRegressionL2,1,251,505,0.322165287084483,0.174029672825147,0.3043066218246747,0.2989907536515372,0.7556479109183418,0.06930693069306931,0.08571428571428572,0.5956438268834588,1.1280630739164927,35,118,505,42,crisis_2008,spx_crisis_2008,False,0.322165287084483,0.5800000000000001,0.31607629427792916,231,,0.3544115688544486,0.822854743076962
h10_d05,LogisticRegressionL2,1,251,505,0.322165287084483,0.174029672825147,0.3043066218246747,0.2989907536515372,0.7556479109183418,0.06930693069306931,0.08571428571428572,0.5956438268834588,1.1280630739164927,35,118,505,43,crisis_2008,spx_crisis_2008,False,0.322165287084483,0.5800000000000001,0.31607629427792916,231,,0.3544115688544486,0.822854743076962
h10_d05,LogisticRegressionL2,1,251,505,0.322165287084483,0.174029672825147,0.3043066218246747,0.2989907536515372,0.7556479109183418,0.06930693069306931,0.08571428571428572,0.5956438268834588,1.1280630739164927,35,118,505,44,crisis_2008,spx_crisis_2008,False,0.322165287084483,0.5800000000000001,0.31607629427792916,231,,0.3544115688544486,0.822854743076962
h10_d05,LogisticRegressionL2,1,251,505,0.322165287084483,0.174029672825147,0.3043066218246747,0.2989907536515372,0.7556479109183418,0.06930693069306931,0.08571428571428572,0.5956438268834588,1.1280630739164927,35,118,505,45,crisis_2008,spx_crisis_2008,False,0.322165287084483,0.5800000000000001,0.31607629427792916,231,,0.3544115688544486,0.822854743076962
h10_d05,LogisticRegressionL2,1,251,505,0.322165287084483,0.174029672825147,0.3043066218246747,0.2989907536515372,0.7556479109183418,0.06930693069306931,0.08571428571428572,0.5956438268834588,1.1280630739164927,35,118,505,46,crisis_2008,spx_crisis_2008,False,0.322165287084483,0.5800000000000001,0.31607629427792916,231,,0.3544115688544486,0.822854743076962
h10_d05,LightGbmTuned,1,251,505,0.40625410589935623,0.23228233811849613,0.23923150298137497,0.23863312103754308,0.5824544430334777,0.0,,,,0,118,505,42,crisis_2008,spx_crisis_2008,False,0.40625410589935623,0.42500000000000004,0.410535876475931,231,50.0,0.4856856377689819,0.5824544430334777
h10_d05,LightGbmTuned,1,251,505,0.40625410589935623,0.23228233811849613,0.23923150298137497,0.23863312103754308,0.5824544430334777,0.0,,,,0,118,505,43,crisis_2008,spx_crisis_2008,False,0.40625410589935623,0.42500000000000004,0.410535876475931,231,50.0,0.4856856377689819,0.5824544430334777
h10_d05,LightGbmTuned,1,251,505,0.40625410589935623,0.23228233811849613,0.23923150298137497,0.23863312103754308,0.5824544430334777,0.0,,,,0,118,505,44,crisis_2008,spx_crisis_2008,False,0.40625410589935623,0.42500000000000004,0.410535876475931,231,50.0,0.4856856377689819,0.5824544430334777
h10_d05,LightGbmTuned,1,251,505,0.40625410589935623,0.23228233811849613,0.23923150298137497,0.23863312103754308,0.5824544430334777,0.0,,,,0,118,505,45,crisis_2008,spx_crisis_2008,False,0.40625410589935623,0.42500000000000004,0.410535876475931,231,50.0,0.4856856377689819,0.5824544430334777
h10_d05,LightGbmTuned,1,251,505,0.40625410589935623,0.23228233811849613,0.23923150298137497,0.23863312103754308,0.5824544430334777,0.0,,,,0,118,505,46,crisis_2008,spx_crisis_2008,False,0.40625410589935623,0.42500000000000004,0.410535876475931,231,50.0,0.4856856377689819,0.5824544430334777
h20_d07,NaiveBaseRate,1,251,505,0.5,0.2732673267326733,0.22738416379057944,0.1696816693621554,0.10358565737051793,0.0,,,,0,138,505,42,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.11255411255411257,0.11255411255411256
h20_d07,NaiveBaseRate,1,251,505,0.5,0.2732673267326733,0.22738416379057944,0.1696816693621554,0.10358565737051793,0.0,,,,0,138,505,43,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.11255411255411257,0.11255411255411256
h20_d07,NaiveBaseRate,1,251,505,0.5,0.2732673267326733,0.22738416379057944,0.1696816693621554,0.10358565737051793,0.0,,,,0,138,505,44,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.11255411255411257,0.11255411255411256
h20_d07,NaiveBaseRate,1,251,505,0.5,0.2732673267326733,0.22738416379057944,0.1696816693621554,0.10358565737051793,0.0,,,,0,138,505,45,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.11255411255411257,0.11255411255411256
h20_d07,NaiveBaseRate,1,251,505,0.5,0.2732673267326733,0.22738416379057944,0.1696816693621554,0.10358565737051793,0.0,,,,0,138,505,46,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.11255411255411257,0.11255411255411256
h20_d07,VIXPercentileRaw,1,251,505,0.6433084547644433,0.4244804089933577,0.576965099249564,0.6141453986036054,0.950199203187251,0.4772277227722772,0.3775933609958506,1.2926953347713566,1.1255185314166671,241,138,505,42,crisis_2008,spx_crisis_2008,False,0.6433084547644433,0.034722222222222224,0.6573902288188003,231,,0.7411255411255411,1.0
h20_d07,VIXPercentileRaw,1,251,505,0.6433084547644433,0.4244804089933577,0.576965099249564,0.6141453986036054,0.950199203187251,0.4772277227722772,0.3775933609958506,1.2926953347713566,1.1255185314166671,241,138,505,43,crisis_2008,spx_crisis_2008,False,0.6433084547644433,0.034722222222222224,0.6573902288188003,231,,0.7411255411255411,1.0
h20_d07,VIXPercentileRaw,1,251,505,0.6433084547644433,0.4244804089933577,0.576965099249564,0.6141453986036054,0.950199203187251,0.4772277227722772,0.3775933609958506,1.2926953347713566,1.1255185314166671,241,138,505,44,crisis_2008,spx_crisis_2008,False,0.6433084547644433,0.034722222222222224,0.6573902288188003,231,,0.7411255411255411,1.0
h20_d07,VIXPercentileRaw,1,251,505,0.6433084547644433,0.4244804089933577,0.576965099249564,0.6141453986036054,0.950199203187251,0.4772277227722772,0.3775933609958506,1.2926953347713566,1.1255185314166671,241,138,505,45,crisis_2008,spx_crisis_2008,False,0.6433084547644433,0.034722222222222224,0.6573902288188003,231,,0.7411255411255411,1.0
h20_d07,VIXPercentileRaw,1,251,505,0.6433084547644433,0.4244804089933577,0.576965099249564,0.6141453986036054,0.950199203187251,0.4772277227722772,0.3775933609958506,1.2926953347713566,1.1255185314166671,241,138,505,46,crisis_2008,spx_crisis_2008,False,0.6433084547644433,0.034722222222222224,0.6573902288188003,231,,0.7411255411255411,1.0
h20_d07,VIXPercentileCalibrated,1,251,505,0.5,0.2732673267326733,0.2071877673878499,0.09271177117711776,0.18055555555555555,0.0,,,,0,138,505,42,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.18055555555555552,0.18055555555555555
h20_d07,VIXPercentileCalibrated,1,251,505,0.5,0.2732673267326733,0.2071877673878499,0.09271177117711776,0.18055555555555555,0.0,,,,0,138,505,43,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.18055555555555552,0.18055555555555555
h20_d07,VIXPercentileCalibrated,1,251,505,0.5,0.2732673267326733,0.2071877673878499,0.09271177117711776,0.18055555555555555,0.0,,,,0,138,505,44,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.18055555555555552,0.18055555555555555
h20_d07,VIXPercentileCalibrated,1,251,505,0.5,0.2732673267326733,0.2071877673878499,0.09271177117711776,0.18055555555555555,0.0,,,,0,138,505,45,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.18055555555555552,0.18055555555555555
h20_d07,VIXPercentileCalibrated,1,251,505,0.5,0.2732673267326733,0.2071877673878499,0.09271177117711776,0.18055555555555555,0.0,,,,0,138,505,46,crisis_2008,spx_crisis_2008,False,0.5,0.5,0.5,231,,0.18055555555555552,0.18055555555555555
h20_d07,HarRvThreshold,1,251,505,0.7064016230682897,0.4531959689423106,0.3716672110520948,0.42338350384550105,0.7480346889294152,0.4451345755693582,0.4232558139534884,1.4259857516341656,1.1206932348601943,215,132,483,42,crisis_2008,spx_crisis_2008,False,0.7064016230682897,0.2716049382716049,0.708632405014834,231,,0.4377769247890859,1.0
h20_d07,HarRvThreshold,1,251,505,0.7064016230682897,0.4531959689423106,0.3716672110520948,0.42338350384550105,0.7480346889294152,0.4451345755693582,0.4232558139534884,1.4259857516341656,1.1206932348601943,215,132,483,43,crisis_2008,spx_crisis_2008,False,0.7064016230682897,0.2716049382716049,0.708632405014834,231,,0.4377769247890859,1.0
h20_d07,HarRvThreshold,1,251,505,0.7064016230682897,0.4531959689423106,0.3716672110520948,0.42338350384550105,0.7480346889294152,0.4451345755693582,0.4232558139534884,1.4259857516341656,1.1206932348601943,215,132,483,44,crisis_2008,spx_crisis_2008,False,0.7064016230682897,0.2716049382716049,0.708632405014834,231,,0.4377769247890859,1.0
h20_d07,HarRvThreshold,1,251,505,0.7064016230682897,0.4531959689423106,0.3716672110520948,0.42338350384550105,0.7480346889294152,0.4451345755693582,0.4232558139534884,1.4259857516341656,1.1206932348601943,215,132,483,45,crisis_2008,spx_crisis_2008,False,0.7064016230682897,0.2716049382716049,0.708632405014834,231,,0.4377769247890859,1.0
h20_d07,HarRvThreshold,1,251,505,0.7064016230682897,0.4531959689423106,0.3716672110520948,0.42338350384550105,0.7480346889294152,0.4451345755693582,0.4232558139534884,1.4259857516341656,1.1206932348601943,215,132,483,46,crisis_2008,spx_crisis_2008,False,0.7064016230682897,0.2716049382716049,0.708632405014834,231,,0.4377769247890859,1.0
h20_d07,LogisticRegressionL2,1,251,505,0.5361923942660822,0.3067135646616468,0.4250193234997735,0.42054366228764317,0.7935852031194525,0.44554455445544555,0.28444444444444444,1.1522373909631316,1.2156603519243634,225,138,505,42,crisis_2008,spx_crisis_2008,False,0.5361923942660822,0.5208333333333333,0.5305901581411785,231,,0.4824700184953413,0.9390666535891272
h20_d07,LogisticRegressionL2,1,251,505,0.5361923942660822,0.3067135646616468,0.4250193234997735,0.42054366228764317,0.7935852031194525,0.44554455445544555,0.28444444444444444,1.1522373909631316,1.2156603519243634,225,138,505,43,crisis_2008,spx_crisis_2008,False,0.5361923942660822,0.5208333333333333,0.5305901581411785,231,,0.4824700184953413,0.9390666535891272
h20_d07,LogisticRegressionL2,1,251,505,0.5361923942660822,0.3067135646616468,0.4250193234997735,0.42054366228764317,0.7935852031194525,0.44554455445544555,0.28444444444444444,1.1522373909631316,1.2156603519243634,225,138,505,44,crisis_2008,spx_crisis_2008,False,0.5361923942660822,0.5208333333333333,0.5305901581411785,231,,0.4824700184953413,0.9390666535891272
h20_d07,LogisticRegressionL2,1,251,505,0.5361923942660822,0.3067135646616468,0.4250193234997735,0.42054366228764317,0.7935852031194525,0.44554455445544555,0.28444444444444444,1.1522373909631316,1.2156603519243634,225,138,505,45,crisis_2008,spx_crisis_2008,False,0.5361923942660822,0.5208333333333333,0.5305901581411785,231,,0.4824700184953413,0.9390666535891272
h20_d07,LogisticRegressionL2,1,251,505,0.5361923942660822,0.3067135646616468,0.4250193234997735,0.42054366228764317,0.7935852031194525,0.44554455445544555,0.28444444444444444,1.1522373909631316,1.2156603519243634,225,138,505,46,crisis_2008,spx_crisis_2008,False,0.5361923942660822,0.5208333333333333,0.5305901581411785,231,,0.4824700184953413,0.9390666535891272
h20_d07,LightGbmTuned,1,251,505,0.4863661493503929,0.2706713606467602,0.247939315083379,0.21800941382423517,0.5793423981271689,0.0,,,,0,138,505,42,crisis_2008,spx_crisis_2008,False,0.4863661493503929,0.3263888888888889,0.4932304090467356,231,50.0,0.499128748930213,0.5793423981271689
h20_d07,LightGbmTuned,1,251,505,0.4863661493503929,0.2706713606467602,0.247939315083379,0.21800941382423517,0.5793423981271689,0.0,,,,0,138,505,43,crisis_2008,spx_crisis_2008,False,0.4863661493503929,0.3263888888888889,0.4932304090467356,231,50.0,0.499128748930213,0.5793423981271689
