stress_def,model,fold_id,n_train,n_test,auc,pr_auc,brier,ece,threshold,alarm_rate,alarm_precision,drawdown_lift,severity_lift,n_alarms,n_events,n_test_eff,seed
h10_d05,LogisticRegressionL2,1,921,119,,,0.19385369065660846,0.35677618654448573,0.8661682577359155,0.008403361344537815,0.0,0.4092222332581362,,1,0,119,42
h10_d05,LogisticRegressionL2,1,921,119,,,0.19385369065660846,0.35677618654448573,0.8661682577359155,0.008403361344537815,0.0,0.4092222332581362,,1,0,119,43
h10_d05,LogisticRegressionL2,1,921,119,,,0.19385369065660846,0.35677618654448573,0.8661682577359155,0.008403361344537815,0.0,0.4092222332581362,,1,0,119,44
h10_d05,LogisticRegressionL2,1,921,119,,,0.19385369065660846,0.35677618654448573,0.8661682577359155,0.008403361344537815,0.0,0.4092222332581362,,1,0,119,45
h10_d05,LogisticRegressionL2,1,921,119,,,0.19385369065660846,0.35677618654448573,0.8661682577359155,0.008403361344537815,0.0,0.4092222332581362,,1,0,119,46
h10_d05,LightGbmTuned,1,921,119,,,0.04265898249557377,0.14961658401704758,0.41815717884396386,0.05042016806722689,0.0,1.7084064675346298,,6,0,119,42
h10_d05,LightGbmTuned,1,921,119,,,0.04265898249557377,0.14961658401704758,0.41815717884396386,0.05042016806722689,0.0,1.7084064675346298,,6,0,119,43
h10_d05,LightGbmTuned,1,921,119,,,0.04265898249557377,0.14961658401704758,0.41815717884396386,0.05042016806722689,0.0,1.7084064675346298,,6,0,119,44
h10_d05,LightGbmTuned,1,921,119,,,0.04265898249557377,0.14961658401704758,0.41815717884396386,0.05042016806722689,0.0,1.7084064675346298,,6,0,119,45
h10_d05,LightGbmTuned,1,921,119,,,0.04265898249557377,0.14961658401704758,0.41815717884396386,0.05042016806722689,0.0,1.7084064675346298,,6,0,119,46
h10_d05,LogisticRegressionL2,2,1040,122,0.5309146653040369,0.22688700929433722,0.14954298389113135,0.15005211565173668,0.8342089532303366,0.0,,,,0,19,122,42
h10_d05,LogisticRegressionL2,2,1040,122,0.5309146653040369,0.22688700929433722,0.14954298389113135,0.15005211565173668,0.8342089532303366,0.0,,,,0,19,122,43
h10_d05,LogisticRegressionL2,2,1040,122,0.5309146653040369,0.22688700929433722,0.14954298389113135,0.15005211565173668,0.8342089532303366,0.0,,,,0,19,122,44
h10_d05,LogisticRegressionL2,2,1040,122,0.5309146653040369,0.22688700929433722,0.14954298389113135,0.15005211565173668,0.8342089532303366,0.0,,,,0,19,122,45
h10_d05,LogisticRegressionL2,2,1040,122,0.5309146653040369,0.22688700929433722,0.14954298389113135,0.15005211565173668,0.8342089532303366,0.0,,,,0,19,122,46
h10_d05,LightGbmTuned,2,1040,122,0.5595298926928973,0.23510002068621308,0.1296113534234762,0.02118219628543728,0.44357108717256655,0.0,,,,0,19,122,42
h10_d05,LightGbmTuned,2,1040,122,0.5595298926928973,0.23510002068621308,0.1296113534234762,0.02118219628543728,0.44357108717256655,0.0,,,,0,19,122,43
h10_d05,LightGbmTuned,2,1040,122,0.5595298926928973,0.23510002068621308,0.1296113534234762,0.02118219628543728,0.44357108717256655,0.0,,,,0,19,122,44
h10_d05,LightGbmTuned,2,1040,122,0.5595298926928973,0.23510002068621308,0.1296113534234762,0.02118219628543728,0.44357108717256655,0.0,,,,0,19,122,45
h10_d05,LightGbmTuned,2,1040,122,0.5595298926928973,0.23510002068621308,0.1296113534234762,0.02118219628543728,0.44357108717256655,0.0,,,,0,19,122,46
h10_d05,LogisticRegressionL2,3,1162,116,0.6867627785058977,0.2735771538403117,0.2911702997128475,0.38091882768529073,0.7993678451535962,0.21551724137931033,0.08,1.120097215749864,0.8361886695736844,25,7,116,42
h10_d05,LogisticRegressionL2,3,1162,116,0.6867627785058977,0.2735771538403117,0.2911702997128475,0.38091882768529073,0.7993678451535962,0.21551724137931033,0.08,1.120097215749864,0.8361886695736844,25,7,116,43
h10_d05,LogisticRegressionL2,3,1162,116,0.6867627785058977,0.2735771538403117,0.2911702997128475,0.38091882768529073,0.7993678451535962,0.21551724137931033,0.08,1.120097215749864,0.8361886695736844,25,7,116,44
h10_d05,LogisticRegressionL2,3,1162,116,0.6867627785058977,0.2735771538403117,0.2911702997128475,0.38091882768529073,0.7993678451535962,0.21551724137931033,0.08,1.120097215749864,0.8361886695736844,25,7,116,45
h10_d05,LogisticRegressionL2,3,1162,116,0.6867627785058977,0.2735771538403117,0.2911702997128475,0.38091882768529073,0.7993678451535962,0.21551724137931033,0.08,1.120097215749864,0.8361886695736844,25,7,116,46
h10_d05,LightGbmTuned,3,1162,116,0.6539973787680209,0.11423054763345145,0.13575544686258953,0.21202935818712518,0.7446018305610649,0.02586206896551724,0.0,0.21069024185686874,,3,7,116,42
h10_d05,LightGbmTuned,3,1162,116,0.6539973787680209,0.11423054763345145,0.13575544686258953,0.21202935818712518,0.7446018305610649,0.02586206896551724,0.0,0.21069024185686874,,3,7,116,43
h10_d05,LightGbmTuned,3,1162,116,0.6539973787680209,0.11423054763345145,0.13575544686258953,0.21202935818712518,0.7446018305610649,0.02586206896551724,0.0,0.21069024185686874,,3,7,116,44
h10_d05,LightGbmTuned,3,1162,116,0.6539973787680209,0.11423054763345145,0.13575544686258953,0.21202935818712518,0.7446018305610649,0.02586206896551724,0.0,0.21069024185686874,,3,7,116,45
h10_d05,LightGbmTuned,3,1162,116,0.6539973787680209,0.11423054763345145,0.13575544686258953,0.21202935818712518,0.7446018305610649,0.02586206896551724,0.0,0.21069024185686874,,3,7,116,46
h10_d05,LogisticRegressionL2,4,1278,117,,,0.35090731684843246,0.5116616210639424,0.809615078069458,0.23076923076923078,0.0,1.273471601374298,,27,0,117,42
h10_d05,LogisticRegressionL2,4,1278,117,,,0.35090731684843246,0.5116616210639424,0.809615078069458,0.23076923076923078,0.0,1.273471601374298,,27,0,117,43
