stress_def,model,fold_id,n_train,n_test,auc,pr_auc,brier,ece,threshold,alarm_rate,alarm_precision,drawdown_lift,severity_lift,n_alarms,n_events,n_test_eff,seed
h10_d05,LogisticRegressionL2,1,971,124,,,0.18291181042732432,0.30140033048359977,0.777372355807264,0.12096774193548387,0.0,0.6467028046790034,,15,0,124,42
h10_d05,LogisticRegressionL2,1,971,124,,,0.18291181042732432,0.30140033048359977,0.777372355807264,0.12096774193548387,0.0,0.6467028046790034,,15,0,124,43
h10_d05,LogisticRegressionL2,1,971,124,,,0.18291181042732432,0.30140033048359977,0.777372355807264,0.12096774193548387,0.0,0.6467028046790034,,15,0,124,44
h10_d05,LogisticRegressionL2,1,971,124,,,0.18291181042732432,0.30140033048359977,0.777372355807264,0.12096774193548387,0.0,0.6467028046790034,,15,0,124,45
h10_d05,LogisticRegressionL2,1,971,124,,,0.18291181042732432,0.30140033048359977,0.777372355807264,0.12096774193548387,0.0,0.6467028046790034,,15,0,124,46
h10_d05,LightGbmTuned,1,971,124,,,0.08033297232917387,0.2208083935401998,0.3881502696777763,0.1693548387096774,0.0,0.6704039744795594,,21,0,124,42
h10_d05,LightGbmTuned,1,971,124,,,0.08033297232917387,0.2208083935401998,0.3881502696777763,0.1693548387096774,0.0,0.6704039744795594,,21,0,124,43
h10_d05,LightGbmTuned,1,971,124,,,0.08033297232917387,0.2208083935401998,0.3881502696777763,0.1693548387096774,0.0,0.6704039744795594,,21,0,124,44
h10_d05,LightGbmTuned,1,971,124,,,0.08033297232917387,0.2208083935401998,0.3881502696777763,0.1693548387096774,0.0,0.6704039744795594,,21,0,124,45
h10_d05,LightGbmTuned,1,971,124,,,0.08033297232917387,0.2208083935401998,0.3881502696777763,0.1693548387096774,0.0,0.6704039744795594,,21,0,124,46
h10_d05,LogisticRegressionL2,2,1095,127,0.6605504587155963,0.32473828896483503,0.13088348407041842,0.12457666153052864,0.7886985051217933,0.023622047244094488,0.6666666666666666,2.3966655435247968,0.9740003150022857,3,18,127,42
h10_d05,LogisticRegressionL2,2,1095,127,0.6605504587155963,0.32473828896483503,0.13088348407041842,0.12457666153052864,0.7886985051217933,0.023622047244094488,0.6666666666666666,2.3966655435247968,0.9740003150022857,3,18,127,43
h10_d05,LogisticRegressionL2,2,1095,127,0.6605504587155963,0.32473828896483503,0.13088348407041842,0.12457666153052864,0.7886985051217933,0.023622047244094488,0.6666666666666666,2.3966655435247968,0.9740003150022857,3,18,127,44
h10_d05,LogisticRegressionL2,2,1095,127,0.6605504587155963,0.32473828896483503,0.13088348407041842,0.12457666153052864,0.7886985051217933,0.023622047244094488,0.6666666666666666,2.3966655435247968,0.9740003150022857,3,18,127,45
h10_d05,LogisticRegressionL2,2,1095,127,0.6605504587155963,0.32473828896483503,0.13088348407041842,0.12457666153052864,0.7886985051217933,0.023622047244094488,0.6666666666666666,2.3966655435247968,0.9740003150022857,3,18,127,46
h10_d05,LightGbmTuned,2,1095,127,0.5310907237512741,0.24721607308738694,0.13966559001884926,0.14904624184635565,0.44464333287320007,0.10236220472440945,0.3076923076923077,1.9596736862601247,1.2763055904484109,13,18,127,42
h10_d05,LightGbmTuned,2,1095,127,0.5310907237512741,0.24721607308738694,0.13966559001884926,0.14904624184635565,0.44464333287320007,0.10236220472440945,0.3076923076923077,1.9596736862601247,1.2763055904484109,13,18,127,43
h10_d05,LightGbmTuned,2,1095,127,0.5310907237512741,0.24721607308738694,0.13966559001884926,0.14904624184635565,0.44464333287320007,0.10236220472440945,0.3076923076923077,1.9596736862601247,1.2763055904484109,13,18,127,44
h10_d05,LightGbmTuned,2,1095,127,0.5310907237512741,0.24721607308738694,0.13966559001884926,0.14904624184635565,0.44464333287320007,0.10236220472440945,0.3076923076923077,1.9596736862601247,1.2763055904484109,13,18,127,45
h10_d05,LightGbmTuned,2,1095,127,0.5310907237512741,0.24721607308738694,0.13966559001884926,0.14904624184635565,0.44464333287320007,0.10236220472440945,0.3076923076923077,1.9596736862601247,1.2763055904484109,13,18,127,46
h10_d05,LogisticRegressionL2,3,1222,126,0.8031212484993997,0.3723788909503195,0.1808888922400857,0.23849446769762053,0.8101547874712555,0.1349206349206349,0.17647058823529413,1.6121217868265276,0.9912742202452363,17,7,126,42
h10_d05,LogisticRegressionL2,3,1222,126,0.8031212484993997,0.3723788909503195,0.1808888922400857,0.23849446769762053,0.8101547874712555,0.1349206349206349,0.17647058823529413,1.6121217868265276,0.9912742202452363,17,7,126,43
h10_d05,LogisticRegressionL2,3,1222,126,0.8031212484993997,0.3723788909503195,0.1808888922400857,0.23849446769762053,0.8101547874712555,0.1349206349206349,0.17647058823529413,1.6121217868265276,0.9912742202452363,17,7,126,44
h10_d05,LogisticRegressionL2,3,1222,126,0.8031212484993997,0.3723788909503195,0.1808888922400857,0.23849446769762053,0.8101547874712555,0.1349206349206349,0.17647058823529413,1.6121217868265276,0.9912742202452363,17,7,126,45
h10_d05,LogisticRegressionL2,3,1222,126,0.8031212484993997,0.3723788909503195,0.1808888922400857,0.23849446769762053,0.8101547874712555,0.1349206349206349,0.17647058823529413,1.6121217868265276,0.9912742202452363,17,7,126,46
h10_d05,LightGbmTuned,3,1222,126,0.7815126050420168,0.13563195641900302,0.12176964696812725,0.19030185723179183,0.7251419388529554,0.047619047619047616,0.0,0.6448815424157954,,6,7,126,42
h10_d05,LightGbmTuned,3,1222,126,0.7815126050420168,0.13563195641900302,0.12176964696812725,0.19030185723179183,0.7251419388529554,0.047619047619047616,0.0,0.6448815424157954,,6,7,126,43
h10_d05,LightGbmTuned,3,1222,126,0.7815126050420168,0.13563195641900302,0.12176964696812725,0.19030185723179183,0.7251419388529554,0.047619047619047616,0.0,0.6448815424157954,,6,7,126,44
h10_d05,LightGbmTuned,3,1222,126,0.7815126050420168,0.13563195641900302,0.12176964696812725,0.19030185723179183,0.7251419388529554,0.047619047619047616,0.0,0.6448815424157954,,6,7,126,45
h10_d05,LightGbmTuned,3,1222,126,0.7815126050420168,0.13563195641900302,0.12176964696812725,0.19030185723179183,0.7251419388529554,0.047619047619047616,0.0,0.6448815424157954,,6,7,126,46
h10_d05,LogisticRegressionL2,4,1348,127,,,0.3556934075841998,0.47938709083545794,0.8210776828768411,0.2755905511811024,0.0,0.9966384999147386,,35,0,127,42
h10_d05,LogisticRegressionL2,4,1348,127,,,0.3556934075841998,0.47938709083545794,0.8210776828768411,0.2755905511811024,0.0,0.9966384999147386,,35,0,127,43
h10_d05,LogisticRegressionL2,4,1348,127,,,0.3556934075841998,0.47938709083545794,0.8210776828768411,0.2755905511811024,0.0,0.9966384999147386,,35,0,127,44
h10_d05,LogisticRegressionL2,4,1348,127,,,0.3556934075841998,0.47938709083545794,0.8210776828768411,0.2755905511811024,0.0,0.9966384999147386,,35,0,127,45
h10_d05,LogisticRegressionL2,4,1348,127,,,0.3556934075841998,0.47938709083545794,0.8210776828768411,0.2755905511811024,0.0,0.9966384999147386,,35,0,127,46
h10_d05,LightGbmTuned,4,1348,127,,,0.13942064994398376,0.33518428621544016,0.7409255137911879,0.05511811023622047,0.0,0.6930923292817907,,7,0,127,42
h10_d05,LightGbmTuned,4,1348,127,,,0.13942064994398376,0.33518428621544016,0.7409255137911879,0.05511811023622047,0.0,0.6930923292817907,,7,0,127,43
h10_d05,LightGbmTuned,4,1348,127,,,0.13942064994398376,0.33518428621544016,0.7409255137911879,0.05511811023622047,0.0,0.6930923292817907,,7,0,127,44
h10_d05,LightGbmTuned,4,1348,127,,,0.13942064994398376,0.33518428621544016,0.7409255137911879,0.05511811023622047,0.0,0.6930923292817907,,7,0,127,45
h10_d05,LightGbmTuned,4,1348,127,,,0.13942064994398376,0.33518428621544016,0.7409255137911879,0.05511811023622047,0.0,0.6930923292817907,,7,0,127,46
h10_d05,LogisticRegressionL2,5,1475,125,,,0.11748197443901714,0.27417604945945384,0.8002297818642209,0.016,0.0,1.0642152376518614,,2,0,125,42
h10_d05,LogisticRegressionL2,5,1475,125,,,0.11748197443901714,0.27417604945945384,0.8002297818642209,0.016,0.0,1.0642152376518614,,2,0,125,43
h10_d05,LogisticRegressionL2,5,1475,125,,,0.11748197443901714,0.27417604945945384,0.8002297818642209,0.016,0.0,1.0642152376518614,,2,0,125,44
h10_d05,LogisticRegressionL2,5,1475,125,,,0.11748197443901714,0.27417604945945384,0.8002297818642209,0.016,0.0,1.0642152376518614,,2,0,125,45
h10_d05,LogisticRegressionL2,5,1475,125,,,0.11748197443901714,0.27417604945945384,0.8002297818642209,0.016,0.0,1.0642152376518614,,2,0,125,46
h10_d05,LightGbmTuned,5,1475,125,,,0.028844988376989813,0.09213768069212061,0.5968788460602477,0.016,0.0,1.0642152376518614,,2,0,125,42
h10_d05,LightGbmTuned,5,1475,125,,,0.028844988376989813,0.09213768069212061,0.5968788460602477,0.016,0.0,1.0642152376518614,,2,0,125,43
h10_d05,LightGbmTuned,5,1475,125,,,0.028844988376989813,0.09213768069212061,0.5968788460602477,0.016,0.0,1.0642152376518614,,2,0,125,44
h10_d05,LightGbmTuned,5,1475,125,,,0.028844988376989813,0.09213768069212061,0.5968788460602477,0.016,0.0,1.0642152376518614,,2,0,125,45
h10_d05,LightGbmTuned,5,1475,125,,,0.028844988376989813,0.09213768069212061,0.5968788460602477,0.016,0.0,1.0642152376518614,,2,0,125,46
h10_d05,LogisticRegressionL2,6,1600,126,,,0.16648234521314925,0.2971113171147675,0.7959647470730095,0.10317460317460317,0.0,1.2860992932462105,,13,0,126,42
h10_d05,LogisticRegressionL2,6,1600,126,,,0.16648234521314925,0.2971113171147675,0.7959647470730095,0.10317460317460317,0.0,1.2860992932462105,,13,0,126,43
h10_d05,LogisticRegressionL2,6,1600,126,,,0.16648234521314925,0.2971113171147675,0.7959647470730095,0.10317460317460317,0.0,1.2860992932462105,,13,0,126,44
h10_d05,LogisticRegressionL2,6,1600,126,,,0.16648234521314925,0.2971113171147675,0.7959647470730095,0.10317460317460317,0.0,1.2860992932462105,,13,0,126,45
h10_d05,LogisticRegressionL2,6,1600,126,,,0.16648234521314925,0.2971113171147675,0.7959647470730095,0.10317460317460317,0.0,1.2860992932462105,,13,0,126,46
h10_d05,LightGbmTuned,6,1600,126,,,0.037620777624197715,0.12640361927258217,0.7018944054757351,0.015873015873015872,0.0,1.0091494669931238,,2,0,126,42
h10_d05,LightGbmTuned,6,1600,126,,,0.037620777624197715,0.12640361927258217,0.7018944054757351,0.015873015873015872,0.0,1.0091494669931238,,2,0,126,43
h10_d05,LightGbmTuned,6,1600,126,,,0.037620777624197715,0.12640361927258217,0.7018944054757351,0.015873015873015872,0.0,1.0091494669931238,,2,0,126,44
h10_d05,LightGbmTuned,6,1600,126,,,0.037620777624197715,0.12640361927258217,0.7018944054757351,0.015873015873015872,0.0,1.0091494669931238,,2,0,126,45
h10_d05,LightGbmTuned,6,1600,126,,,0.037620777624197715,0.12640361927258217,0.7018944054757351,0.015873015873015872,0.0,1.0091494669931238,,2,0,126,46
h10_d05,LogisticRegressionL2,7,1726,125,0.18119266055045868,0.0798936282450234,0.1555895311923336,0.16545906235798022,0.7979902837519011,0.008,0.0,2.646779070837535,,1,16,125,42
h10_d05,LogisticRegressionL2,7,1726,125,0.18119266055045868,0.0798936282450234,0.1555895311923336,0.16545906235798022,0.7979902837519011,0.008,0.0,2.646779070837535,,1,16,125,43
h10_d05,LogisticRegressionL2,7,1726,125,0.18119266055045868,0.0798936282450234,0.1555895311923336,0.16545906235798022,0.7979902837519011,0.008,0.0,2.646779070837535,,1,16,125,44
h10_d05,LogisticRegressionL2,7,1726,125,0.18119266055045868,0.0798936282450234,0.1555895311923336,0.16545906235798022,0.7979902837519011,0.008,0.0,2.646779070837535,,1,16,125,45
h10_d05,LogisticRegressionL2,7,1726,125,0.18119266055045868,0.0798936282450234,0.1555895311923336,0.16545906235798022,0.7979902837519011,0.008,0.0,2.646779070837535,,1,16,125,46
h10_d05,LightGbmTuned,7,1726,125,0.37643348623853207,0.10237538709388024,0.197430618353059,0.20615947724082828,0.7417450982671447,0.024,0.0,0.6464843523657713,,3,16,125,42
h10_d05,LightGbmTuned,7,1726,125,0.37643348623853207,0.10237538709388024,0.197430618353059,0.20615947724082828,0.7417450982671447,0.024,0.0,0.6464843523657713,,3,16,125,43
h10_d05,LightGbmTuned,7,1726,125,0.37643348623853207,0.10237538709388024,0.197430618353059,0.20615947724082828,0.7417450982671447,0.024,0.0,0.6464843523657713,,3,16,125,44
h10_d05,LightGbmTuned,7,1726,125,0.37643348623853207,0.10237538709388024,0.197430618353059,0.20615947724082828,0.7417450982671447,0.024,0.0,0.6464843523657713,,3,16,125,45
h10_d05,LightGbmTuned,7,1726,125,0.37643348623853207,0.10237538709388024,0.197430618353059,0.20615947724082828,0.7417450982671447,0.024,0.0,0.6464843523657713,,3,16,125,46
h10_d05,LogisticRegressionL2,8,1851,125,0.5320324005891016,0.27476072912119004,0.28302692910050903,0.28520783578380754,0.8348540877760208,0.088,0.18181818181818182,0.7983666763312678,0.8942868002830718,11,28,125,42
h10_d05,LogisticRegressionL2,8,1851,125,0.5320324005891016,0.27476072912119004,0.28302692910050903,0.28520783578380754,0.8348540877760208,0.088,0.18181818181818182,0.7983666763312678,0.8942868002830718,11,28,125,43
h10_d05,LogisticRegressionL2,8,1851,125,0.5320324005891016,0.27476072912119004,0.28302692910050903,0.28520783578380754,0.8348540877760208,0.088,0.18181818181818182,0.7983666763312678,0.8942868002830718,11,28,125,44
h10_d05,LogisticRegressionL2,8,1851,125,0.5320324005891016,0.27476072912119004,0.28302692910050903,0.28520783578380754,0.8348540877760208,0.088,0.18181818181818182,0.7983666763312678,0.8942868002830718,11,28,125,45
h10_d05,LogisticRegressionL2,8,1851,125,0.5320324005891016,0.27476072912119004,0.28302692910050903,0.28520783578380754,0.8348540877760208,0.088,0.18181818181818182,0.7983666763312678,0.8942868002830718,11,28,125,46
h10_d05,LightGbmTuned,8,1851,125,0.6089837997054491,0.2627843134016991,0.20049413210614325,0.10381454167625251,0.6895284049236948,0.016,0.0,1.3712734271898526,,2,28,125,42
h10_d05,LightGbmTuned,8,1851,125,0.6089837997054491,0.2627843134016991,0.20049413210614325,0.10381454167625251,0.6895284049236948,0.016,0.0,1.3712734271898526,,2,28,125,43
h10_d05,LightGbmTuned,8,1851,125,0.6089837997054491,0.2627843134016991,0.20049413210614325,0.10381454167625251,0.6895284049236948,0.016,0.0,1.3712734271898526,,2,28,125,44
