crisis,configuration,stress_def,model,seed,n_train,n_test,auc,auc_full_window,auc_first30,auc_rest,pr_auc,brier,ece,alarm_rate,alarm_precision,drawdown_lift,severity_lift,n_alarms,n_events,n_train_rows_after_dropna,n_trees_built,calm_mean_score,calm_max_score
crisis_2008,spx_crisis_2008,h5_d03,HarRvThreshold,43,251,505,0.6688440960557421,0.6688440960557421,0.3280423280423281,0.6838950250165204,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,231,,0.4377769247890859,1.0
crisis_2008,spx_crisis_2008,h5_d03,HarRvThreshold,44,251,505,0.6688440960557421,0.6688440960557421,0.3280423280423281,0.6838950250165204,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,231,,0.4377769247890859,1.0
crisis_2008,spx_crisis_2008,h5_d03,HarRvThreshold,45,251,505,0.6688440960557421,0.6688440960557421,0.3280423280423281,0.6838950250165204,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,231,,0.4377769247890859,1.0
crisis_2008,spx_crisis_2008,h5_d03,HarRvThreshold,46,251,505,0.6688440960557421,0.6688440960557421,0.3280423280423281,0.6838950250165204,0.4389030552045803,0.3751637309436729,0.40474996347283015,0.4451345755693582,0.4186046511627907,1.4964250744188734,1.2088226944922529,215,141,231,,0.4377769247890859,1.0
crisis_2008,spx_crisis_2008,h5_d03,LogisticRegressionL2,42,251,505,0.5507042253521127,0.5507042253521127,0.5900000000000001,0.5548827292110874,0.4064257662320631,0.32050135066666,0.29518688382430175,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,231,,0.4964707586106937,0.7162738523170988
crisis_2008,spx_crisis_2008,h5_d03,LogisticRegressionL2,43,251,505,0.5507042253521127,0.5507042253521127,0.5900000000000001,0.5548827292110874,0.4064257662320631,0.32050135066666,0.29518688382430175,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,231,,0.4964707586106937,0.7162738523170988
crisis_2008,spx_crisis_2008,h5_d03,LogisticRegressionL2,44,251,505,0.5507042253521127,0.5507042253521127,0.5900000000000001,0.5548827292110874,0.4064257662320631,0.32050135066666,0.29518688382430175,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,231,,0.4964707586106937,0.7162738523170988
crisis_2008,spx_crisis_2008,h5_d03,LogisticRegressionL2,45,251,505,0.5507042253521127,0.5507042253521127,0.5900000000000001,0.5548827292110874,0.4064257662320631,0.32050135066666,0.29518688382430175,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,231,,0.4964707586106937,0.7162738523170988
crisis_2008,spx_crisis_2008,h5_d03,LogisticRegressionL2,46,251,505,0.5507042253521127,0.5507042253521127,0.5900000000000001,0.5548827292110874,0.4064257662320631,0.32050135066666,0.29518688382430175,0.36435643564356435,0.30434782608695654,1.1385226654579488,1.2046982803277604,184,150,231,,0.4964707586106937,0.7162738523170988
crisis_2008,spx_crisis_2008,h5_d03,LightGbmTuned,42,251,505,0.5824413145539906,0.5824413145539906,0.33,0.5948081023454158,0.3418965199666444,0.2459288442151959,0.19681909036146245,0.0,,,,0,150,231,50.0,0.5163833597431945,0.569958665716164
