ablation_id,stress_def,model,fold_id,n_train,n_test,auc,pr_auc,brier,ece,threshold,alarm_rate,alarm_precision,drawdown_lift,severity_lift,n_alarms,n_events,n_test_eff,seed,calm_period_alarm_rate
no_validators,h10_d05,NaiveBaseRate,1,1006,124,,,0.0027755929630961713,0.052683896620278316,0.05268389662027833,0.0,,,,0,0,124,42,0.0
no_validators,h10_d05,NaiveBaseRate,1,1006,124,,,0.0027755929630961713,0.052683896620278316,0.05268389662027833,0.0,,,,0,0,124,43,0.0
no_validators,h10_d05,NaiveBaseRate,1,1006,124,,,0.0027755929630961713,0.052683896620278316,0.05268389662027833,0.0,,,,0,0,124,44,0.0
no_validators,h10_d05,NaiveBaseRate,1,1006,124,,,0.0027755929630961713,0.052683896620278316,0.05268389662027833,0.0,,,,0,0,124,45,0.0
no_validators,h10_d05,NaiveBaseRate,1,1006,124,,,0.0027755929630961713,0.052683896620278316,0.05268389662027833,0.0,,,,0,0,124,46,0.0
no_validators,h10_d05,VIXPercentileRaw,1,1006,124,,,0.20019875456425817,0.3868322324119797,0.9500497017892644,0.0,,,,0,0,124,42,0.0
no_validators,h10_d05,VIXPercentileRaw,1,1006,124,,,0.20019875456425817,0.3868322324119797,0.9500497017892644,0.0,,,,0,0,124,43,0.0
no_validators,h10_d05,VIXPercentileRaw,1,1006,124,,,0.20019875456425817,0.3868322324119797,0.9500497017892644,0.0,,,,0,0,124,44,0.0
no_validators,h10_d05,VIXPercentileRaw,1,1006,124,,,0.20019875456425817,0.3868322324119797,0.9500497017892644,0.0,,,,0,0,124,45,0.0
no_validators,h10_d05,VIXPercentileRaw,1,1006,124,,,0.20019875456425817,0.3868322324119797,0.9500497017892644,0.0,,,,0,0,124,46,0.0
no_validators,h10_d05,VIXPercentileCalibrated,1,1006,124,,,0.0007725840293719846,0.022214055452428026,0.2753623188405797,0.0,,,,0,0,124,42,0.0
no_validators,h10_d05,VIXPercentileCalibrated,1,1006,124,,,0.0007725840293719846,0.022214055452428026,0.2753623188405797,0.0,,,,0,0,124,43,0.0
no_validators,h10_d05,VIXPercentileCalibrated,1,1006,124,,,0.0007725840293719846,0.022214055452428026,0.2753623188405797,0.0,,,,0,0,124,44,0.0
no_validators,h10_d05,VIXPercentileCalibrated,1,1006,124,,,0.0007725840293719846,0.022214055452428026,0.2753623188405797,0.0,,,,0,0,124,45,0.0
no_validators,h10_d05,VIXPercentileCalibrated,1,1006,124,,,0.0007725840293719846,0.022214055452428026,0.2753623188405797,0.0,,,,0,0,124,46,0.0
no_validators,h10_d05,HarRvThreshold,1,1006,124,,,0.0007103746537475886,0.022671958277000116,0.2021363878216537,0.0,,,,0,0,102,42,0.0
no_validators,h10_d05,HarRvThreshold,1,1006,124,,,0.0007103746537475886,0.022671958277000116,0.2021363878216537,0.0,,,,0,0,102,43,0.0
no_validators,h10_d05,HarRvThreshold,1,1006,124,,,0.0007103746537475886,0.022671958277000116,0.2021363878216537,0.0,,,,0,0,102,44,0.0
no_validators,h10_d05,HarRvThreshold,1,1006,124,,,0.0007103746537475886,0.022671958277000116,0.2021363878216537,0.0,,,,0,0,102,45,0.0
no_validators,h10_d05,HarRvThreshold,1,1006,124,,,0.0007103746537475886,0.022671958277000116,0.2021363878216537,0.0,,,,0,0,102,46,0.0
no_validators,h10_d05,LogisticRegressionL2,1,1006,124,,,0.2684990123427456,0.4135337455754647,0.8116084163196337,0.12903225806451613,0.0,0.8455530495222873,,16,0,124,42,0.12903225806451613
no_validators,h10_d05,LogisticRegressionL2,1,1006,124,,,0.2684990123427456,0.4135337455754647,0.8116084163196337,0.12903225806451613,0.0,0.8455530495222873,,16,0,124,43,0.12903225806451613
no_validators,h10_d05,LogisticRegressionL2,1,1006,124,,,0.2684990123427456,0.4135337455754647,0.8116084163196337,0.12903225806451613,0.0,0.8455530495222873,,16,0,124,44,0.12903225806451613
no_validators,h10_d05,LogisticRegressionL2,1,1006,124,,,0.2684990123427456,0.4135337455754647,0.8116084163196337,0.12903225806451613,0.0,0.8455530495222873,,16,0,124,45,0.12903225806451613
no_validators,h10_d05,LogisticRegressionL2,1,1006,124,,,0.2684990123427456,0.4135337455754647,0.8116084163196337,0.12903225806451613,0.0,0.8455530495222873,,16,0,124,46,0.12903225806451613
no_validators,h10_d05,LightGbmTuned,1,1006,124,,,0.09227077457731321,0.21986865982293144,0.5544448399984325,0.12903225806451613,0.0,0.9435201915441738,,16,0,124,42,0.12903225806451613
no_validators,h10_d05,LightGbmTuned,1,1006,124,,,0.09227077457731321,0.21986865982293144,0.5544448399984325,0.12903225806451613,0.0,0.9435201915441738,,16,0,124,43,0.12903225806451613
no_validators,h10_d05,LightGbmTuned,1,1006,124,,,0.09227077457731321,0.21986865982293144,0.5544448399984325,0.12903225806451613,0.0,0.9435201915441738,,16,0,124,44,0.12903225806451613
no_validators,h10_d05,LightGbmTuned,1,1006,124,,,0.09227077457731321,0.21986865982293144,0.5544448399984325,0.12903225806451613,0.0,0.9435201915441738,,16,0,124,45,0.12903225806451613
no_validators,h10_d05,LightGbmTuned,1,1006,124,,,0.09227077457731321,0.21986865982293144,0.5544448399984325,0.12903225806451613,0.0,0.9435201915441738,,16,0,124,46,0.12903225806451613
no_validators,h10_d05,NaiveBaseRate,2,1130,127,0.5,0.14173228346456693,0.13063690174839038,0.09482962859731028,0.046902654867256637,0.0,,,,0,18,127,42,
no_validators,h10_d05,NaiveBaseRate,2,1130,127,0.5,0.14173228346456693,0.13063690174839038,0.09482962859731028,0.046902654867256637,0.0,,,,0,18,127,43,
no_validators,h10_d05,NaiveBaseRate,2,1130,127,0.5,0.14173228346456693,0.13063690174839038,0.09482962859731028,0.046902654867256637,0.0,,,,0,18,127,44,
no_validators,h10_d05,NaiveBaseRate,2,1130,127,0.5,0.14173228346456693,0.13063690174839038,0.09482962859731028,0.046902654867256637,0.0,,,,0,18,127,45,
no_validators,h10_d05,NaiveBaseRate,2,1130,127,0.5,0.14173228346456693,0.13063690174839038,0.09482962859731028,0.046902654867256637,0.0,,,,0,18,127,46,
no_validators,h10_d05,VIXPercentileRaw,2,1130,127,0.36518858307849134,0.11676783631293151,0.42114480628835954,0.49823008849557515,0.9504424778761061,0.015748031496062992,0.0,0.2274348676271533,,2,18,127,42,
no_validators,h10_d05,VIXPercentileRaw,2,1130,127,0.36518858307849134,0.11676783631293151,0.42114480628835954,0.49823008849557515,0.9504424778761061,0.015748031496062992,0.0,0.2274348676271533,,2,18,127,43,
no_validators,h10_d05,VIXPercentileRaw,2,1130,127,0.36518858307849134,0.11676783631293151,0.42114480628835954,0.49823008849557515,0.9504424778761061,0.015748031496062992,0.0,0.2274348676271533,,2,18,127,44,
no_validators,h10_d05,VIXPercentileRaw,2,1130,127,0.36518858307849134,0.11676783631293151,0.42114480628835954,0.49823008849557515,0.9504424778761061,0.015748031496062992,0.0,0.2274348676271533,,2,18,127,45,
no_validators,h10_d05,VIXPercentileRaw,2,1130,127,0.36518858307849134,0.11676783631293151,0.42114480628835954,0.49823008849557515,0.9504424778761061,0.015748031496062992,0.0,0.2274348676271533,,2,18,127,46,
no_validators,h10_d05,VIXPercentileCalibrated,2,1130,127,0.3672273190621814,0.11712789171702374,0.14154833998587016,0.14134354541423116,0.2753623188405797,0.0,,,,0,18,127,42,
no_validators,h10_d05,VIXPercentileCalibrated,2,1130,127,0.3672273190621814,0.11712789171702374,0.14154833998587016,0.14134354541423116,0.2753623188405797,0.0,,,,0,18,127,43,
no_validators,h10_d05,VIXPercentileCalibrated,2,1130,127,0.3672273190621814,0.11712789171702374,0.14154833998587016,0.14134354541423116,0.2753623188405797,0.0,,,,0,18,127,44,
no_validators,h10_d05,VIXPercentileCalibrated,2,1130,127,0.3672273190621814,0.11712789171702374,0.14154833998587016,0.14134354541423116,0.2753623188405797,0.0,,,,0,18,127,45,
no_validators,h10_d05,VIXPercentileCalibrated,2,1130,127,0.3672273190621814,0.11712789171702374,0.14154833998587016,0.14134354541423116,0.2753623188405797,0.0,,,,0,18,127,46,
no_validators,h10_d05,HarRvThreshold,2,1130,127,0.33333333333333337,0.12904347946750938,0.1688816263709743,0.15311013902929888,0.1904011226601472,0.08571428571428572,0.0,0.5374682744562279,,9,18,105,42,
