stress_def,model,fold_id,n_train,n_test,auc,pr_auc,brier,ece,threshold,alarm_rate,alarm_precision,drawdown_lift,severity_lift,n_alarms,n_events,n_test_eff,seed
h5_d03,NaiveBaseRate,1,971,124,0.5,0.0403225806451612,0.0409260245056883,0.0472160393342414,0.0875386199794026,0.0,,,,0,5,124,42
h5_d03,NaiveBaseRate,1,971,124,0.5,0.0403225806451612,0.0409260245056883,0.0472160393342414,0.0875386199794026,0.0,,,,0,5,124,43
h5_d03,NaiveBaseRate,1,971,124,0.5,0.0403225806451612,0.0409260245056883,0.0472160393342414,0.0875386199794026,0.0,,,,0,5,124,44
h5_d03,NaiveBaseRate,1,971,124,0.5,0.0403225806451612,0.0409260245056883,0.0472160393342414,0.0875386199794026,0.0,,,,0,5,124,45
h5_d03,NaiveBaseRate,1,971,124,0.5,0.0403225806451612,0.0409260245056883,0.0472160393342414,0.0875386199794026,0.0,,,,0,5,124,46
h5_d03,VIXPercentileRaw,1,971,124,0.3899159663865547,0.0413623803649495,0.2192719629016913,0.3609680741503605,0.95005149330587,0.0,,,,0,5,124,42
h5_d03,VIXPercentileRaw,1,971,124,0.3899159663865547,0.0413623803649495,0.2192719629016913,0.3609680741503605,0.95005149330587,0.0,,,,0,5,124,43
h5_d03,VIXPercentileRaw,1,971,124,0.3899159663865547,0.0413623803649495,0.2192719629016913,0.3609680741503605,0.95005149330587,0.0,,,,0,5,124,44
h5_d03,VIXPercentileRaw,1,971,124,0.3899159663865547,0.0413623803649495,0.2192719629016913,0.3609680741503605,0.95005149330587,0.0,,,,0,5,124,45
h5_d03,VIXPercentileRaw,1,971,124,0.3899159663865547,0.0413623803649495,0.2192719629016913,0.3609680741503605,0.95005149330587,0.0,,,,0,5,124,46
h5_d03,VIXPercentileCalibrated,1,971,124,0.4386554621848739,0.0398798228969006,0.0404667452067423,0.0106510533609169,0.3768115942028985,0.0,,,,0,5,124,42
h5_d03,VIXPercentileCalibrated,1,971,124,0.4386554621848739,0.0398798228969006,0.0404667452067423,0.0106510533609169,0.3768115942028985,0.0,,,,0,5,124,43
h5_d03,VIXPercentileCalibrated,1,971,124,0.4386554621848739,0.0398798228969006,0.0404667452067423,0.0106510533609169,0.3768115942028985,0.0,,,,0,5,124,44
h5_d03,VIXPercentileCalibrated,1,971,124,0.4386554621848739,0.0398798228969006,0.0404667452067423,0.0106510533609169,0.3768115942028985,0.0,,,,0,5,124,45
h5_d03,VIXPercentileCalibrated,1,971,124,0.4386554621848739,0.0398798228969006,0.0404667452067423,0.0106510533609169,0.3768115942028985,0.0,,,,0,5,124,46
h5_d03,HarRvThreshold,1,971,124,0.2962962962962963,0.0269230769230769,0.0293227387751981,0.0067393764099665,0.2065273331248641,0.0,,,,0,3,102,42
h5_d03,HarRvThreshold,1,971,124,0.2962962962962963,0.0269230769230769,0.0293227387751981,0.0067393764099665,0.2065273331248641,0.0,,,,0,3,102,43
h5_d03,HarRvThreshold,1,971,124,0.2962962962962963,0.0269230769230769,0.0293227387751981,0.0067393764099665,0.2065273331248641,0.0,,,,0,3,102,44
h5_d03,HarRvThreshold,1,971,124,0.2962962962962963,0.0269230769230769,0.0293227387751981,0.0067393764099665,0.2065273331248641,0.0,,,,0,3,102,45
h5_d03,HarRvThreshold,1,971,124,0.2962962962962963,0.0269230769230769,0.0293227387751981,0.0067393764099665,0.2065273331248641,0.0,,,,0,3,102,46
h5_d03,LogisticRegressionL2,1,971,124,0.2033613445378151,0.0297649716009299,0.4305275127571145,0.5081956594268087,0.8414999914456145,0.282258064516129,0.0,0.5058454483551084,,35,5,124,42
h5_d03,LogisticRegressionL2,1,971,124,0.2033613445378151,0.0297649716009299,0.4305275127571145,0.5081956594268087,0.8414999914456145,0.282258064516129,0.0,0.5058454483551084,,35,5,124,43
h5_d03,LogisticRegressionL2,1,971,124,0.2033613445378151,0.0297649716009299,0.4305275127571145,0.5081956594268087,0.8414999914456145,0.282258064516129,0.0,0.5058454483551084,,35,5,124,44
h5_d03,LogisticRegressionL2,1,971,124,0.2033613445378151,0.0297649716009299,0.4305275127571145,0.5081956594268087,0.8414999914456145,0.282258064516129,0.0,0.5058454483551084,,35,5,124,45
h5_d03,LogisticRegressionL2,1,971,124,0.2033613445378151,0.0297649716009299,0.4305275127571145,0.5081956594268087,0.8414999914456145,0.282258064516129,0.0,0.5058454483551084,,35,5,124,46
h5_d03,LightGbmTuned,1,971,124,0.41344537815126053,0.04274539119320564,0.09536925018040836,0.10726298277874828,0.007114645632437653,0.3548387096774194,0.022727272727272728,0.6224648032123661,1.0789737816961007,44,5,124,42
h5_d03,LightGbmTuned,1,971,124,0.41344537815126053,0.04274539119320564,0.09536925018040836,0.10726298277874828,0.007114645632437653,0.3548387096774194,0.022727272727272728,0.6224648032123661,1.0789737816961007,44,5,124,43
h5_d03,LightGbmTuned,1,971,124,0.41344537815126053,0.04274539119320564,0.09536925018040836,0.10726298277874828,0.007114645632437653,0.3548387096774194,0.022727272727272728,0.6224648032123661,1.0789737816961007,44,5,124,44
h5_d03,LightGbmTuned,1,971,124,0.41344537815126053,0.04274539119320564,0.09536925018040836,0.10726298277874828,0.007114645632437653,0.3548387096774194,0.022727272727272728,0.6224648032123661,1.0789737816961007,44,5,124,45
h5_d03,LightGbmTuned,1,971,124,0.41344537815126053,0.04274539119320564,0.09536925018040836,0.10726298277874828,0.007114645632437653,0.3548387096774194,0.022727272727272728,0.6224648032123661,1.0789737816961007,44,5,124,46
h5_d03,NaiveBaseRate,2,1095,127,0.5,0.1259842519685039,0.1120300007535649,0.0437924711465861,0.0821917808219178,0.0,,,,0,16,127,42
h5_d03,NaiveBaseRate,2,1095,127,0.5,0.1259842519685039,0.1120300007535649,0.0437924711465861,0.0821917808219178,0.0,,,,0,16,127,43
h5_d03,NaiveBaseRate,2,1095,127,0.5,0.1259842519685039,0.1120300007535649,0.0437924711465861,0.0821917808219178,0.0,,,,0,16,127,44
h5_d03,NaiveBaseRate,2,1095,127,0.5,0.1259842519685039,0.1120300007535649,0.0437924711465861,0.0821917808219178,0.0,,,,0,16,127,45
